SITE NUMBER,SITE NAME,SITE ALIAS,STREET ADDRESS,TOWN,COUNTY,PROGRAM,AREA-ACRES,IC CONTROLS,STATUS,SUBSTATUS,STATUS DATE,LATITUDE,LONGITUDE,x,y
REM02216,GLOBAL CNG,,MAINE AVENUE & GODFREY BOULEVARD,BANGOR,PENOBSCOT,VRAP,5,TRUE,REMEDIATION STAGE,NEED (AWAITING RESOURCES),4/6/2020,44.81497174,-68.81157863,-68.81157862999999,44.81497174000003
REM02227,BRINDIS TANNERY EAST,BRINDIS LEATHER CO,INTERSECTION OF ROUTE 140 (MAIN ST) & ROUTE 108 (TURNER ST),CANTON,OXFORD,BROWNFIELDS,0.5,TRUE,REMEDY IN PLACE: CLOSED,UNDERTAKING POST-CLOSURE OBLIGATIONS,4/6/2014,44.44005601,-70.31509617,-70.31509616999995,44.440056010000035
REM02228,BRINDIS TANNERY WEST,BRINDIS LEATHER CO,INTERSECTION ROUTE 140 (MAIN ST) & ROUTE 108 (TURNER ST),CANTON,OXFORD,VRAP,0.4,TRUE,REMEDY IN PLACE: CLOSED,UNDERTAKING POST-CLOSURE OBLIGATIONS,4/7/2014,44.439672,-70.31645,-70.31644999999997,44.43967200000003
REM02228,BRINDIS TANNERY WEST,BRINDIS LEATHER CO,INTERSECTION ROUTE 140 (MAIN ST) & ROUTE 108 (TURNER ST),CANTON,OXFORD,BROWNFIELDS,0.4,TRUE,REMEDY IN PLACE: CLOSED,UNDERTAKING POST-CLOSURE OBLIGATIONS,4/7/2014,44.439672,-70.31645,-70.31644999999997,44.43967200000003
REM02229,BRINDIS TANNERY NORTH,BRINDIS LEATHER CO,INTERSECTION OF ROUTE 140 (MAIN ST) & ROUTE 108 (TURNER ST),CANTON,OXFORD,VRAP,0.2,TRUE,REMEDY IN PLACE: CLOSED,UNDERTAKING POST-CLOSURE OBLIGATIONS,4/8/2014,44.440086,-70.315831,-70.31583099999995,44.440086000000065
REM02229,BRINDIS TANNERY NORTH,BRINDIS LEATHER CO,INTERSECTION OF ROUTE 140 (MAIN ST) & ROUTE 108 (TURNER ST),CANTON,OXFORD,BROWNFIELDS,0.2,TRUE,REMEDY IN PLACE: CLOSED,UNDERTAKING POST-CLOSURE OBLIGATIONS,4/8/2014,44.440086,-70.315831,-70.31583099999995,44.440086000000065
REM00446,RUMFORD NATIONAL GRAPHICS,,21 PATTERSON HILL ROAD,BELFAST,WALDO,VRAP,2.59,TRUE,REMEDY IN PLACE: CLOSED,UNDERTAKING POST-CLOSURE OBLIGATIONS,2/10/2016,44.44022525,-69.00736641,-69.00736640999997,44.440225250000026
REM02231,C & J TRANSPORTATION,TRUCKERS INTERNATIONAL TRUCK STOP PROPERTY,204 CENTER ROAD,FAIRFIELD,SOMERSET,VRAP,,TRUE,REMEDY IN PLACE: CLOSED,UNDERTAKING POST-CLOSURE OBLIGATIONS,9/28/2008,44.59512837,-69.61721247,-69.61721246999997,44.595128370000054
REM02235,PENOBSCOT SHOE,,107 MAIN STREET,OLD TOWN,PENOBSCOT,VRAP,3.379,FALSE,REMEDY IN PLACE: CLOSED,UNDERTAKING POST-CLOSURE OBLIGATIONS,6/27/2013,44.93959958,-68.65047892,-68.65047891999995,44.93959958000005
REM02238,PERKINS LAUNDRY & DRY CLEANING,,29 CHURCH STREET,DEXTER,PENOBSCOT,UNCONTROLLED SITES,0.72,TRUE,REMEDY IN PLACE: CLOSED,UNDERTAKING POST-CLOSURE OBLIGATIONS,10/1/2014,45.025333,-69.288651,-69.28865099999996,45.025333000000046
REM02240,MIDTOWN CLEANERS,RITEWAY DRY CLEANERS,106 13TH AVENUE,MADAWASKA,AROOSTOOK,UNCONTROLLED SITES,,FALSE,REMEDY IN PLACE: CLOSED,NO (OR DE-MINIMIS) CONTAMINATION LEFT ON SITE,9/30/2014,47.35582629,-68.32967721,-68.32967720999994,47.35582629000004
REM02241,GARDEN ISLAND,,40 ELM PLAZA,WATERVILLE,KENNEBEC,UNCONTROLLED SITES,,FALSE,INVESTIGATION STAGE,ONGOING,12/8/2014,44.56731947,-69.63971718,-69.63971717999993,44.56731947000003
REM02243,MEXICO LAUNDROMAT,,108 MAIN STREET,MEXICO,OXFORD,UNCONTROLLED SITES,1.86,TRUE,REMEDY IN PLACE: CLOSED,UNDERTAKING POST-CLOSURE OBLIGATIONS,9/13/2016,44.556127,-70.542234,-70.54223399999995,44.55612700000006
REM02244,KELLEYS LAUNDRY AND DRY CLEANING,"INDUSTRIAL STREET LAUNDROMAT, KELLEYS FABRICARE, KELCLAN INC",654 MAIN STREET,PRESQUE ISLE,AROOSTOOK,UNCONTROLLED SITES,0.22,TRUE,REMEDY IN PLACE: CLOSED,UNDERTAKING POST-CLOSURE OBLIGATIONS,3/4/2019,46.6869696,-68.0127299,-68.01272989999995,46.686969600000054
REM02248,VILLAGE DRY CLEANERS,,150 W. BROADWAY,LINCOLN,PENOBSCOT,UNCONTROLLED SITES,1.43,FALSE,INVESTIGATION STAGE,ONGOING,7/29/2013,45.3611119,-68.5190977,-68.51909769999997,45.361111900000026
REM02251,PRESQUE ISLE IRVING,"52 ACADEMY STREET, LLC",52 ACADEMY STREET,PRESQUE ISLE,AROOSTOOK,VRAP,0.49,TRUE,REMEDY IN PLACE: CLOSED,UNDERTAKING POST-CLOSURE OBLIGATIONS,9/16/2013,46.67832238,-68.00956166,-68.00956165999997,46.678322380000054
REM02252,THE MEADOWS,FORT HOUSING DEVELOPMENT LIMITED PARTNERSHIP,16 HARMONY LANE,FORT FAIRFIELD,AROOSTOOK,VRAP,3.1,TRUE,REMEDY IN PLACE: CLOSED,UNDERTAKING POST-CLOSURE OBLIGATIONS,10/3/2022,46.766255,-67.84423,-67.84422999999998,46.76625500000006
REM02264,STEVE'S CLEANERS,,200 STATE STREET,BANGOR,PENOBSCOT,UNCONTROLLED SITES,0.2,FALSE,REMEDY IN PLACE: CLOSED,NO (OR DE-MINIMIS) CONTAMINATION LEFT ON SITE,6/1/2015,44.80526648,-68.76258662,-68.76258661999998,44.80526648000006
REM02266,COUNTY QUIKSTOP,,907 PRESQUE ISLE ROAD,CARIBOU,AROOSTOOK,VRAP,0.7,TRUE,REMEDY IN PLACE: CLOSED,UNDERTAKING POST-CLOSURE OBLIGATIONS,11/7/2013,46.8111888,-67.99656903,-67.99656902999993,46.811188800000025
REM02276,SURE WINNER FOODS,,750 CENTRAL DRIVE,PRESQUE ISLE,AROOSTOOK,VRAP,0.88,TRUE,REMEDY IN PLACE: CLOSED,UNDERTAKING POST-CLOSURE OBLIGATIONS,12/30/2013,46.69139697,-68.03464377,-68.03464376999995,46.69139697000003
REM02125,ABBIE FOWLER SCHOOL,,15 SCHOOL STREET,SANGERVILLE,PISCATAQUIS,VRAP,1,FALSE,REMEDY IN PLACE: CLOSED,NO (OR DE-MINIMIS) CONTAMINATION LEFT ON SITE,3/16/2017,45.1656796,-69.35897615,-69.35897614999993,45.16567960000003
REM02282,HALFMOON GARDENS,,54 GREENHOUSE LANE,THORNDIKE,WALDO,VRAP,39,FALSE,REMEDY IN PLACE: CLOSED,NO (OR DE-MINIMIS) CONTAMINATION LEFT ON SITE,1/6/2014,44.57763,-69.281349,-69.28134899999998,44.577630000000056
REM02274,OLD UNITY GRAMMAR SCHOOL,,75 SCHOOL STREET,UNITY,WALDO,VRAP,1.8,TRUE,REMEDY IN PLACE: CLOSED,NO (OR DE-MINIMIS) CONTAMINATION LEFT ON SITE,4/21/2016,44.61231801,-69.33761289,-69.33761288999995,44.61231801000008
REM02044,DESMOND'S VARIETY,,84 ELM STREET,GUILFORD,PISCATAQUIS,BROWNFIELDS,0.48,FALSE,INVESTIGATION STAGE,NEED (AWAITING RESOURCES),3/14/2021,45.16604232,-69.40139933,-69.40139932999995,45.16604232000003
REM02044,DESMOND'S VARIETY,,84 ELM STREET,GUILFORD,PISCATAQUIS,VRAP,0.48,FALSE,INVESTIGATION STAGE,NEED (AWAITING RESOURCES),3/14/2021,45.16604232,-69.40139933,-69.40139932999995,45.16604232000003
REM02046,COUNTRY STORE,,2317 US ROUTE 1,SULLIVAN,HANCOCK,BROWNFIELDS,5.5,FALSE,REMEDY IN PLACE: CLOSED,NO (OR DE-MINIMIS) CONTAMINATION LEFT ON SITE,2/21/2013,44.51192752,-68.18030478,-68.18030477999997,44.51192752000003
REM02047,O'NEILL PROPERTY,,202 US ROUTE 1,BARING PLT,WASHINGTON,BROWNFIELDS,6.51,FALSE,REMEDIATION STAGE,ONGOING,4/23/2020,45.130042,-67.315008,-67.31500799999998,45.13004200000006
REM02051,COUNTY YANKEE GROCER,,101 MILITARY STREET,HOULTON,AROOSTOOK,VRAP,1,FALSE,REMEDY IN PLACE: CLOSED,UNDERTAKING POST-CLOSURE OBLIGATIONS,3/8/2012,46.124554,-67.828014,-67.82801399999994,46.124554000000046
REM01964,BRINDIS TANNERY SOUTH,BRINDIS LEATHER CO,INTERSECTION OF ROUTES 140 AND 108,CANTON,OXFORD,BROWNFIELDS,0.9,TRUE,REMEDY IN PLACE: CLOSED,UNDERTAKING POST-CLOSURE OBLIGATIONS,4/6/2014,44.43995836,-70.31576298,-70.31576297999999,44.43995836000005
REM01750,CASCADE WOOLEN MILL,,60 CASCADE MILL ROAD,OAKLAND,KENNEBEC,BROWNFIELDS,4.92,FALSE,REMEDIATION STAGE,NEED (AWAITING RESOURCES),11/21/2024,44.55016605,-69.7082072,-69.70820719999995,44.55016605000003
REM01750,CASCADE WOOLEN MILL,,60 CASCADE MILL ROAD,OAKLAND,KENNEBEC,UNCONTROLLED SITES,4.92,FALSE,REMEDIATION STAGE,NEED (AWAITING RESOURCES),11/21/2024,44.55016605,-69.7082072,-69.70820719999995,44.55016605000003
REM01548,EASTERN FINE PAPER,EASTERN MANUFACTURING FACILITY,517 SOUTH MAIN STREET,BREWER,PENOBSCOT,BROWNFIELDS,41,FALSE,REMEDY IN PLACE: CLOSED,UNDERTAKING POST-CLOSURE OBLIGATIONS,1/22/2013,44.77164995,-68.78382692,-68.78382691999997,44.77164995000004
REM01891,EM BEE CLEANERS,,126 CHURCH STREET,BELFAST,WALDO,UNCONTROLLED SITES,,FALSE,INVESTIGATION STAGE,ONGOING,12/28/2021,44.42576372,-69.00797566,-69.00797565999994,44.42576372000008
REM01891,EM BEE CLEANERS,,126 CHURCH STREET,BELFAST,WALDO,RCRA,,FALSE,INVESTIGATION STAGE,ONGOING,12/28/2021,44.42576372,-69.00797566,-69.00797565999994,44.42576372000008
REM01833,AROOSTOOK DRY CLEANER,,98 SWEDEN ST.,CARIBOU,AROOSTOOK,UNCONTROLLED SITES,0.29,FALSE,REMEDY IN PLACE: CLOSED,UNDERTAKING POST-CLOSURE OBLIGATIONS,5/15/2011,46.85979947,-68.01684787,-68.01684786999994,46.85979947000004
REM02181,MONSON CENTER,,35 GREENVILLE ROAD,MONSON,PISCATAQUIS,BROWNFIELDS,15.4,FALSE,INVESTIGATION STAGE,NEED (AWAITING RESOURCES),4/23/2020,45.288546,-69.502179,-69.50217899999996,45.28854600000005
REM02107,QUODDY BAY LOBSTER,,7 SEA STREET,EASTPORT,WASHINGTON,VRAP,1.24,TRUE,REMEDY IN PLACE: CLOSED,UNDERTAKING POST-CLOSURE OBLIGATIONS,6/5/2012,44.902248,-66.984849,-66.98484899999994,44.90224800000004
REM01780,10 EELWEIR ROAD,,10 EELWEIR ROAD,PITTSFIELD,SOMERSET,VRAP,0.87,FALSE,REMEDY IN PLACE: CLOSED,UNDERTAKING POST-CLOSURE OBLIGATIONS,11/16/2009,44.74854556,-69.40298482,-69.40298481999997,44.748545560000025
REM01651,KINGFIELD CASH FUELS,,10 DEPOT STREET,RANGELEY,FRANKLIN,OTHER,4.14,FALSE,TRANSFERRED TO OTHER DIVISION,OIL,12/31/2006,44.962894,-70.638498,-70.63849799999997,44.96289400000006
REM02147,BASF,"MEARL, EASTPORT PORT AUTHORITY",30 STANIELS RD.,EASTPORT,WASHINGTON,RCRA,37.2,TRUE,REMEDY IN PLACE: CLOSED,UNDERTAKING POST-CLOSURE OBLIGATIONS,1/29/2020,44.901863,-67.003105,-67.00310499999995,44.90186300000005
REM02152,BELFAST BOATYARD (39 AND 41 FRONT ST),BELFAST BOATYARD,39 AND 41 FRONT ST,BELFAST,WALDO,BROWNFIELDS,0.5,TRUE,REMEDY IN PLACE: CLOSED,UNDERTAKING POST-CLOSURE OBLIGATIONS,10/8/2012,44.42887192,-69.00616212,-69.00616211999994,44.42887192000006
REM02150,23 RIDGE ROAD,,23 RIDGE ROAD,CUTLER,WASHINGTON,UNCONTROLLED SITES,,FALSE,INVESTIGATION STAGE,ONGOING,6/18/2012,44.669383,-67.260796,-67.26079599999997,44.66938300000004
REM02150,23 RIDGE ROAD,,23 RIDGE ROAD,CUTLER,WASHINGTON,FEDERAL FACILITIES,,FALSE,INVESTIGATION STAGE,ONGOING,6/18/2012,44.669383,-67.260796,-67.26079599999997,44.66938300000004
REM02172,FAIRFIELD CENTER CCI,,,FAIRFIELD,SOMERSET,UNCONTROLLED SITES,,FALSE,REMEDY IN PLACE: CLOSED,NO (OR DE-MINIMIS) CONTAMINATION LEFT ON SITE,3/15/2017,44.61145177,-69.66562591,-69.66562590999996,44.61145177000003
REM02173,BELFAST BOATYARD (38 WATERVILLE ROAD),,38 WATERVILLE ROAD,BELFAST,WALDO,VRAP,23.92,FALSE,INVESTIGATION STAGE,ONGOING,9/11/2012,44.43934255,-69.03572821,-69.03572820999995,44.43934255000005
REM02174,BELFAST HARBOR WALK,,FRONT STREET,BELFAST,WALDO,VRAP,1.4,TRUE,REMEDY IN PLACE: CLOSED,UNDERTAKING POST-CLOSURE OBLIGATIONS,11/8/2015,44.42879565,-69.00696789,-69.00696788999994,44.42879565000004
REM02176,FORTIN & JEWETT,,175 MAIN STREET,BUCKSPORT,HANCOCK,VRAP,0.36,TRUE,REMEDY IN PLACE: CLOSED,UNDERTAKING POST-CLOSURE OBLIGATIONS,6/11/2013,44.57423688,-68.79938183,-68.79938182999996,44.57423688000006
REM02163,ABBOTT MILL,,20 CHURCH STREET,DEXTER,PENOBSCOT,VRAP,2.5,TRUE,REMEDY IN PLACE: CLOSED,UNDERTAKING POST-CLOSURE OBLIGATIONS,6/25/2013,45.0258475,-69.2893473,-69.28934729999997,45.025847500000054
REM02165,CN BROWN PROPERTY,,26 NORTH MAIN STREET,ANSON,SOMERSET,BROWNFIELDS,0.62,TRUE,REMEDY IN PLACE: CLOSED,UNDERTAKING POST-CLOSURE OBLIGATIONS,3/25/2013,44.855383,-69.897283,-69.89728299999996,44.855383000000074
REM02028,45 FRONT STREET,CITY OWNED PARKING LOT (AKA MUNICIPAL PARKING) AT 45 FRONT ST; MASKER'S THEATER; THOMPSON'S WHARF,45 FRONT STREET,BELFAST,WALDO,BROWNFIELDS,4.3,TRUE,REMEDY IN PLACE: CLOSED,UNDERTAKING POST-CLOSURE OBLIGATIONS,7/1/2019,44.42843827,-69.00807021,-69.00807020999997,44.42843827000007
REM02188,MILLS MARKET,,25 SOUTH MAIN STREET,ANDOVER,OXFORD,VRAP,5.8,FALSE,REMEDY IN PLACE: CLOSED,UNDERTAKING POST-CLOSURE OBLIGATIONS,2/3/2013,44.634761,-70.750109,-70.75010899999995,44.634761000000026
REM02190,"OLIVER STORES, INC.",,548 WILTON ROAD,FARMINGTON,FRANKLIN,VRAP,7.3,TRUE,REMEDY IN PLACE: CLOSED,UNDERTAKING POST-CLOSURE OBLIGATIONS,6/5/2014,44.63275901,-70.1530474,-70.15304739999993,44.63275901000003
REM02191,"OLIVER STORES, INC.",,21 FREEDOM PARKWAY,HERMON,PENOBSCOT,VRAP,3,TRUE,REMEDY IN PLACE: CLOSED,UNDERTAKING POST-CLOSURE OBLIGATIONS,6/25/2013,44.79486295,-68.84567275,-68.84567274999995,44.79486295000004
REM02192,"OLIVER STORES, INC. 2",,1671 HAMMOND STREET,HERMON,PENOBSCOT,VRAP,0.7,TRUE,REMEDY IN PLACE: CLOSED,UNDERTAKING POST-CLOSURE OBLIGATIONS,6/25/2013,44.7942434,-68.8454737,-68.84547369999996,44.79424340000003
REM02218,MOOSEHEAD MANUFACTURING,,123 CHAPIN AVE,MONSON,PISCATAQUIS,BROWNFIELDS,89,FALSE,INVESTIGATION STAGE,ONGOING,2/6/2011,45.29577002,-69.49691208,-69.49691207999996,45.29577002000008
REM02152,BELFAST BOATYARD (39 AND 41 FRONT ST),BELFAST BOATYARD,39 AND 41 FRONT ST,BELFAST,WALDO,VRAP,0.5,TRUE,REMEDY IN PLACE: CLOSED,UNDERTAKING POST-CLOSURE OBLIGATIONS,10/8/2012,44.42887192,-69.00616212,-69.00616211999994,44.42887192000006
REM02221,WHITE CANOE,,,OLD TOWN,PENOBSCOT,BROWNFIELDS,,FALSE,REMEDY IN PLACE: CLOSED,NO (OR DE-MINIMIS) CONTAMINATION LEFT ON SITE,4/23/2020,44.93636526,-68.64928581,-68.64928580999998,44.93636526000006
REM01964,BRINDIS TANNERY SOUTH,BRINDIS LEATHER CO,INTERSECTION OF ROUTES 140 AND 108,CANTON,OXFORD,VRAP,0.9,TRUE,REMEDY IN PLACE: CLOSED,UNDERTAKING POST-CLOSURE OBLIGATIONS,4/6/2014,44.43995836,-70.31576298,-70.31576297999999,44.43995836000005
REM02223,RED LIQUOR LAGOON,GNP RED LIQUOR LAGOON,,MILLINOCKET,PENOBSCOT,UNCONTROLLED SITES,,FALSE,REMEDY IN PLACE: CLOSED,NO (OR DE-MINIMIS) CONTAMINATION LEFT ON SITE,11/30/2018,45.64059055,-68.70306631,-68.70306630999994,45.64059055000007
REM02223,RED LIQUOR LAGOON,GNP RED LIQUOR LAGOON,,MILLINOCKET,PENOBSCOT,VRAP,,FALSE,REMEDY IN PLACE: CLOSED,NO (OR DE-MINIMIS) CONTAMINATION LEFT ON SITE,11/30/2018,45.64059055,-68.70306631,-68.70306630999994,45.64059055000007
REM02275,ANDYS AUTO SALES,ANDY'S AUTO SALES & SERVICE,121 WEST MAIN STREET,FORT KENT,AROOSTOOK,VRAP,0.67,TRUE,REMEDY IN PLACE: CLOSED,UNDERTAKING POST-CLOSURE OBLIGATIONS,4/21/2014,47.25044155,-68.59790068,-68.59790067999995,47.25044155000006
REM02271,GUILFORD MILL,,1 ARNOLD STREET,EASTPORT,WASHINGTON,BROWNFIELDS,8,FALSE,REMEDIATION STAGE,NEED (AWAITING RESOURCES),7/29/2014,44.92734233,-67.02603088,-67.02603087999995,44.927342330000045
REM02279,IRVING TANNING ANNEX,,24 PLEASANT STREET,HARTLAND,SOMERSET,UNCONTROLLED SITES,60,TRUE,REMEDY IN PLACE: CLOSED,NO (OR DE-MINIMIS) CONTAMINATION LEFT ON SITE,5/31/2019,44.88351642,-69.45894143,-69.45894142999998,44.883516420000035
REM02289,FAIRPOINT POLE YARD,,240 UNION STREET,CALAIS,WASHINGTON,VRAP,1.02,FALSE,INVESTIGATION STAGE,ONGOING,3/4/2014,45.181069,-67.287581,-67.28758099999993,45.181069000000036
REM02215,MACHIAS 5 & 10,3 WATER STREET,6 COLONIAL WAY,MACHIAS,WASHINGTON,VRAP,0.24,TRUE,REMEDY IN PLACE: CLOSED,UNDERTAKING POST-CLOSURE OBLIGATIONS,4/23/2014,44.714114,-67.458783,-67.45878299999998,44.71411400000005
REM01975,ANTONE'S TRIANGLE STORE,,423 U.S. ROUTE 1,PEMBROKE,WASHINGTON,VRAP,0.5,FALSE,REMEDY IN PLACE: CLOSED,UNDERTAKING POST-CLOSURE OBLIGATIONS,8/25/2011,44.94748495,-67.18249778,-67.18249777999995,44.947484950000046
REM02067,CAPRI STREET SCHOOL,,49 CAPRI STREET,BREWER,PENOBSCOT,BROWNFIELDS,6.75,FALSE,REMEDY IN PLACE: CLOSED,UNDERTAKING POST-CLOSURE OBLIGATIONS,10/16/2014,44.79415073,-68.74792307,-68.74792306999996,44.79415073000007
REM02068,FORMER MIDDLE SCHOOL,,5 SOMERSET STREET,BREWER,PENOBSCOT,BROWNFIELDS,0.88,TRUE,REMEDY IN PLACE: CLOSED,UNDERTAKING POST-CLOSURE OBLIGATIONS,2/10/2016,44.79186498,-68.7593459,-68.75934589999997,44.79186498000007
REM02065,SHOREY OIL,,25 PROGRESS PARK SOUTH,NEWPORT,PENOBSCOT,VRAP,1.25,FALSE,REMEDY IN PLACE: CLOSED,UNDERTAKING POST-CLOSURE OBLIGATIONS,11/9/2011,44.83459754,-69.28421845,-69.28421844999997,44.83459754000006
REM02066,WASHINGTON STREET SCHOOL,,100 WASHINGTON STREET,BREWER,PENOBSCOT,BROWNFIELDS,8.3,FALSE,INVESTIGATION STAGE,NEED (AWAITING RESOURCES),4/23/2020,44.79739149,-68.75360106,-68.75360105999994,44.79739149000005
REM02069,STATE STREET SCHOOL,,131 STATE STREET,BREWER,PENOBSCOT,BROWNFIELDS,3.75,TRUE,REMEDY IN PLACE: CLOSED,UNDERTAKING POST-CLOSURE OBLIGATIONS,4/8/2015,44.79160276,-68.75811673,-68.75811672999998,44.791602760000046
REM02071,LAMB BLOCK,,10 AND 16 DEPOT STREET,LIVERMORE FALLS,ANDROSCOGGIN,BROWNFIELDS,0.39,FALSE,REMEDIATION STAGE,NEED (AWAITING RESOURCES),4/23/2020,44.472612,-70.188959,-70.18895899999995,44.47261200000003
REM02093,COUNTRY STORE,,2507 U.S. ROUTE 2,HERMON,PENOBSCOT,VRAP,0.61,TRUE,REMEDY IN PLACE: CLOSED,UNDERTAKING POST-CLOSURE OBLIGATIONS,4/17/2012,44.80971613,-68.91030378,-68.91030377999994,44.80971613000003
REM00714,EASTERN SURPLUS CO,"EASTERN SURPLUS COMPANY SUPERFUND SITE, EASTERN SURPLUS, DAM SITE, ES SITE",STONE ROAD,MEDDYBEMPS,WASHINGTON,UNCONTROLLED SITES,5,TRUE,REMEDIATION STAGE,ONGOING,9/27/2018,45.03895,-67.358302,-67.35830199999998,45.03895000000006
REM02104,ERB JUNKYARD,,42 GLEASON ROAD,PERRY,WASHINGTON,UNCONTROLLED SITES,2.5,FALSE,REMEDY IN PLACE: CLOSED,UNDERTAKING POST-CLOSURE OBLIGATIONS,1/17/2007,44.976736,-67.065259,-67.06525899999997,44.97673600000007
REM02105,MICHAUD JUNKYARD,,PRESQUE ISLE ROAD,FORT FAIRFIELD,AROOSTOOK,UNCONTROLLED SITES,1.34,FALSE,TRANSFERRED TO OTHER DIVISION,SOLID WASTE,3/31/2007,46.76138856,-67.85566615,-67.85566614999993,46.76138856000006
REM02110,76 PIER STREET,PIER STREET HOUSING,76 PIER STREET,BANGOR,PENOBSCOT,BROWNFIELDS,0.32,TRUE,REMEDY IN PLACE: CLOSED,UNDERTAKING POST-CLOSURE OBLIGATIONS,2/18/2015,44.79876202,-68.78392606,-68.78392605999994,44.79876202000003
REM01857,STEVE'S CYCLE AND MARINE,,13 MARKET STREET,FORT KENT,AROOSTOOK,VRAP,0.26,FALSE,REMEDY IN PLACE: CLOSED,UNDERTAKING POST-CLOSURE OBLIGATIONS,12/12/2010,47.2570585,-68.58908179,-68.58908178999997,47.25705850000003
REM01862,MAPLETON AUTO,,679 MAPLETON ROAD,MAPLETON,AROOSTOOK,VRAP,24,TRUE,REMEDY IN PLACE: CLOSED,UNDERTAKING POST-CLOSURE OBLIGATIONS,3/3/2010,46.68200162,-68.05717175,-68.05717174999995,46.68200162000005
REM01736,COBBS CUSTOM CHROMING,"COBBS AUTO BODY, INC",37-41 PERKINS STREET,BANGOR,PENOBSCOT,UNCONTROLLED SITES,0.4,FALSE,REMEDIATION STAGE,NEED (AWAITING RESOURCES),8/8/2007,44.80033841,-68.79500466,-68.79500465999996,44.80033841000005
REM02044,DESMOND'S VARIETY,,84 ELM STREET,GUILFORD,PISCATAQUIS,BROWNFIELDS,0.48,FALSE,INVESTIGATION STAGE,NEED (AWAITING RESOURCES),3/14/2021,45.16604232,-69.40139933,-69.40139932999995,45.16604232000003
REM02044,DESMOND'S VARIETY,,84 ELM STREET,GUILFORD,PISCATAQUIS,OTHER,0.48,FALSE,INVESTIGATION STAGE,NEED (AWAITING RESOURCES),3/14/2021,45.16604232,-69.40139933,-69.40139932999995,45.16604232000003
REM01787,42 CHAPMAN STREET,WEBBER OIL CO.,42 CHAPMAN STREET,PRESQUE ISLE,AROOSTOOK,VRAP,0.65,TRUE,REMEDY IN PLACE: CLOSED,UNDERTAKING POST-CLOSURE OBLIGATIONS,5/5/2013,46.678233,-68.019289,-68.01928899999996,46.678233000000034
REM02138,MDOT MAINTENANCE LOT,,48 OLD COUNTY ROAD,PEMBROKE,WASHINGTON,BROWNFIELDS,1.56,TRUE,REMEDY IN PLACE: CLOSED,UNDERTAKING POST-CLOSURE OBLIGATIONS,10/26/2014,44.94774958,-67.18117972,-67.18117971999999,44.94774958000005
REM01904,QUINNS AUTO REPAIR,,2520 US ROUTE 2,HERMON,PENOBSCOT,VRAP,0.85,FALSE,REMEDY IN PLACE: CLOSED,UNDERTAKING POST-CLOSURE OBLIGATIONS,1/5/2010,44.80977591,-68.91152303,-68.91152302999996,44.80977591000004
REM02151,CMP DAM,CMP DAM PROPERTY,MILL LANE,BELFAST,WALDO,BROWNFIELDS,18.63,FALSE,INVESTIGATION STAGE,NEED (AWAITING RESOURCES),4/23/2020,44.44137619,-68.99812384,-68.99812383999995,44.44137619000003
REM02069,STATE STREET SCHOOL,,131 STATE STREET,BREWER,PENOBSCOT,VRAP,3.75,TRUE,REMEDY IN PLACE: CLOSED,UNDERTAKING POST-CLOSURE OBLIGATIONS,4/8/2015,44.79160276,-68.75811673,-68.75811672999998,44.791602760000046
REM02194,LIMESTONE IRVING,,3 ACCESS HIGHWAY,LIMESTONE,AROOSTOOK,VRAP,1.02,TRUE,REMEDY IN PLACE: CLOSED,UNDERTAKING POST-CLOSURE OBLIGATIONS,3/19/2014,46.91291861,-67.82595885,-67.82595884999995,46.91291861000008
REM02194,LIMESTONE IRVING,,3 ACCESS HIGHWAY,LIMESTONE,AROOSTOOK,BROWNFIELDS,1.02,TRUE,REMEDY IN PLACE: CLOSED,UNDERTAKING POST-CLOSURE OBLIGATIONS,3/19/2014,46.91291861,-67.82595885,-67.82595884999995,46.91291861000008
REM02195,DAVE'S SERVICE,,320 MAIN STREET,FORT FAIRFIELD,AROOSTOOK,BROWNFIELDS,0.33,FALSE,REMEDY IN PLACE: CLOSED,UNDERTAKING POST-CLOSURE OBLIGATIONS,5/9/2013,46.772003,-67.831629,-67.83162899999996,46.77200300000004
REM02200,WHITINGS AXE FACTORY,GOOSE RIVER HYDRO,SWAN LAKE AVENUE,BELFAST,WALDO,BROWNFIELDS,0.86,FALSE,REMEDIATION STAGE,NEED (AWAITING RESOURCES),4/23/2020,44.44718538,-69.00140619,-69.00140618999995,44.447185380000064
REM02215,MACHIAS 5 & 10,3 WATER STREET,6 COLONIAL WAY,MACHIAS,WASHINGTON,BROWNFIELDS,0.24,TRUE,REMEDY IN PLACE: CLOSED,UNDERTAKING POST-CLOSURE OBLIGATIONS,4/23/2014,44.714114,-67.458783,-67.45878299999998,44.71411400000005
REM01986,WALDO COUNTY SHERIFF,"45 CONGRESS STREET, OLD WALDO COUNTY JAIL",45 CONGRESS STREET,BELFAST,WALDO,BROWNFIELDS,3,TRUE,REMEDIATION STAGE,NEED (AWAITING RESOURCES),10/14/2015,44.42219963,-69.00977335,-69.00977334999993,44.42219963000008
REM02224,ROGERS MARKET,,2335 HUDSON ROAD,HUDSON,PENOBSCOT,VRAP,0.26,TRUE,REMEDY IN PLACE: CLOSED,UNDERTAKING POST-CLOSURE OBLIGATIONS,4/17/2014,44.99975707,-68.88535164,-68.88535163999995,44.999757070000044
