SITE NUMBER,SITE NAME,SITE ALIAS,STREET ADDRESS,TOWN,COUNTY,PROGRAM,AREA-ACRES,IC CONTROLS,STATUS,SUBSTATUS,STATUS DATE,LATITUDE,LONGITUDE,x,y
REM01459,NASSON COMMUNITY CENTER,,457 MAIN STREET,SANFORD,YORK,VRAP,1.09,TRUE,REMEDY IN PLACE: CLOSED,UNDERTAKING POST-CLOSURE OBLIGATIONS,10/12/2005,43.466482,-70.798886,-70.79888599999998,43.46648200000004
REM01460,WALDRON STEEL,,391 U.S. ROUTE 1,SCARBOROUGH,CUMBERLAND,VRAP,4.6,TRUE,REMEDY IN PLACE: CLOSED,UNDERTAKING POST-CLOSURE OBLIGATIONS,7/7/2004,43.584991,-70.358861,-70.35886099999993,43.58499100000006
REM01461,IRELAND PROPERTY,,2053-2063 BROADWAY,SOUTH PORTLAND,CUMBERLAND,VRAP,0.7,TRUE,REMEDY IN PLACE: CLOSED,UNDERTAKING POST-CLOSURE OBLIGATIONS,12/4/2003,43.62704482,-70.32002994,-70.32002993999998,43.62704482000004
REM01462,MAINE MALL CITGO,,385 GORHAM ROAD,SOUTH PORTLAND,CUMBERLAND,VRAP,11.98,TRUE,REMEDY IN PLACE: CLOSED,UNDERTAKING POST-CLOSURE OBLIGATIONS,7/10/2003,43.63692287,-70.33264913,-70.33264912999994,43.636922870000035
REM01463,HEAD OF FALLS PROPERTIES,,FRONT STREET,WATERVILLE,KENNEBEC,VRAP,12.5,FALSE,REMEDIATION STAGE,NEED (AWAITING RESOURCES),8/8/2004,44.55140631,-69.62747475,-69.62747474999998,44.55140631000006
REM01465,THE MUFFLER SHOP,,959 MAIN STREET,WESTBROOK,CUMBERLAND,UNCONTROLLED SITES,0.6,FALSE,REMEDY IN PLACE: CLOSED,UNDERTAKING POST-CLOSURE OBLIGATIONS,3/5/2007,43.67730566,-70.37118549,-70.37118548999996,43.67730566000006
REM01465,THE MUFFLER SHOP,,959 MAIN STREET,WESTBROOK,CUMBERLAND,VRAP,0.6,FALSE,REMEDY IN PLACE: CLOSED,UNDERTAKING POST-CLOSURE OBLIGATIONS,3/5/2007,43.67730566,-70.37118549,-70.37118548999996,43.67730566000006
REM01466,UNITRODE,,2 EISENHOWER DRIVE,WESTBROOK,CUMBERLAND,VRAP,7.2,TRUE,REMEDY IN PLACE: CLOSED,UNDERTAKING POST-CLOSURE OBLIGATIONS,12/4/2003,43.658009,-70.362926,-70.36292599999996,43.65800900000005
REM01467,WESTBROOK PLAZA,,11 MAIN STREET,WESTBROOK,CUMBERLAND,VRAP,15.42,TRUE,REMEDY IN PLACE: CLOSED,UNDERTAKING POST-CLOSURE OBLIGATIONS,2/8/2005,43.678551,-70.329964,-70.32996399999996,43.67855100000003
REM01468,ABRAHAM ESTATES,,ROUTE 115/TANDBERG TRAIL,WINDHAM,CUMBERLAND,VRAP,21.83,FALSE,REMEDIATION STAGE,NEED (AWAITING RESOURCES),8/5/2004,43.84681078,-70.39142503,-70.39142502999994,43.846810780000055
REM01469,DIAMOND MILL,,MILL ROAD,PERU,OXFORD,VRAP,15,FALSE,REMEDY IN PLACE: CLOSED,UNDERTAKING POST-CLOSURE OBLIGATIONS,9/27/2007,44.52647253,-70.45748817,-70.45748816999998,44.526472530000035
REM01470,S/L CONSTRUCTION,,3029 NORTH BELFAST AVENUE,AUGUSTA,KENNEBEC,VRAP,9.86,TRUE,INVESTIGATION STAGE,NEED (AWAITING RESOURCES),10/20/2020,44.33958483,-69.66871501,-69.66871500999997,44.339584830000035
REM01471,EATON FARM,,321 OLD FERRY ROAD,WISCASSET,LINCOLN,VRAP,200,TRUE,REMEDY IN PLACE: CLOSED,UNDERTAKING POST-CLOSURE OBLIGATIONS,8/24/2004,43.95113531,-69.70246931,-69.70246930999997,43.95113531000004
REM01472,USDAN PROPERTY,,829 WATER ST,GARDINER,KENNEBEC,VRAP,7.6,TRUE,REMEDY IN PLACE: CLOSED,UNDERTAKING POST-CLOSURE OBLIGATIONS,9/10/2007,44.223323,-69.784973,-69.78497299999998,44.22332300000005
REM01473,MACDONALD MOTORS,,NULTY STREET,BRIDGTON,CUMBERLAND,VRAP,1.7,FALSE,REMEDY IN PLACE: CLOSED,UNDERTAKING POST-CLOSURE OBLIGATIONS,11/15/2004,44.055033,-70.709176,-70.70917599999996,44.05503300000004
REM01474,POND COVE SERVICE CENTER,,314 OCEANHOUSE ROAD,CAPE ELIZABETH,CUMBERLAND,VRAP,0.89,FALSE,REMEDIATION STAGE,NEED (AWAITING RESOURCES),3/18/2004,43.595785,-70.227487,-70.22748699999994,43.595785000000035
REM01476,UNION BRANCH,,ST JOHN ST TO PLOWMAN ST,PORTLAND,CUMBERLAND,VRAP,11.6,FALSE,REMEDY IN PLACE: CLOSED,UNDERTAKING POST-CLOSURE OBLIGATIONS,7/25/2001,43.66073523,-70.27221215,-70.27221214999997,43.66073523000006
REM01477,MILL BROOK BUSINESS PARK,,813 PORTLAND RD (RTE 1),SACO,YORK,VRAP,2,FALSE,REMEDIATION STAGE,NEED (AWAITING RESOURCES),3/24/2008,43.533123,-70.424496,-70.42449599999998,43.533123000000046
REM01478,BRUNSWICK MGP,,17-19 MAPLE STREET,BRUNSWICK,CUMBERLAND,VRAP,2.5,TRUE,REMEDY IN PLACE: CLOSED,UNDERTAKING POST-CLOSURE OBLIGATIONS,10/29/2006,43.91326687,-69.95891887,-69.95891886999993,43.91326687000003
REM01479,FURMAN PROPERTY,,71 MARGINAL WAY,PORTLAND,CUMBERLAND,VRAP,0.34,TRUE,REMEDY IN PLACE: CLOSED,NO (OR DE-MINIMIS) CONTAMINATION LEFT ON SITE,7/2/2020,43.66134638,-70.2651343,-70.26513429999994,43.661346380000055
REM01480,GULF REFINING CO.,"THOMAS NEIGHBORHOOD, MURPHY MYSTERY SPILL",14 FRANKLIN ROAD,HANCOCK,HANCOCK,UNCONTROLLED SITES,1.4,TRUE,REMEDY IN PLACE: CLOSED,UNDERTAKING POST-CLOSURE OBLIGATIONS,10/16/2018,44.5389536,-68.31927054,-68.31927053999993,44.53895360000007
REM01481,LA TENT & AWNING,WAL-MART DISTRIBUTION CENTER,228-240 RIVER ROAD,LEWISTON,ANDROSCOGGIN,VRAP,,TRUE,REMEDY IN PLACE: CLOSED,UNDERTAKING POST-CLOSURE OBLIGATIONS,1/25/2005,44.060173,-70.19659,-70.19658999999996,44.06017300000008
REM01489,TOPSHAM RECREATION ANNEX,,,GARDINER,KENNEBEC,FEDERAL FACILITIES,,FALSE,COMPLAINT INVESTIGATED,REVIEWING PRELIMINARY SITE INFORMATION,12/31/1949,44.171761,-69.845035,-69.84503499999994,44.17176100000006
REM01493,ARMY RESERVE CENTER,,15 DEPOT STREET,BRIDGTON,CUMBERLAND,FEDERAL FACILITIES,2,FALSE,REMEDIATION STAGE,ONGOING,7/8/2008,44.053131,-70.707278,-70.70727799999997,44.053131000000064
REM01493,ARMY RESERVE CENTER,,15 DEPOT STREET,BRIDGTON,CUMBERLAND,UNCONTROLLED SITES,2,FALSE,REMEDIATION STAGE,ONGOING,7/8/2008,44.053131,-70.707278,-70.70727799999997,44.053131000000064
REM01494,AUGUSTA NAVAL RESERVE CENTER,,33 UNION STREET,AUGUSTA,KENNEBEC,FEDERAL FACILITIES,,FALSE,INVESTIGATION STAGE,ONGOING,10/23/2024,44.3042001,-69.77688824,-69.77688823999995,44.30420010000006
REM00854,U.S. COAST GUARD BASE,US NAVY NET DEPOT,259 HIGH STREET,SOUTH PORTLAND,CUMBERLAND,FEDERAL FACILITIES,,FALSE,COMPLAINT INVESTIGATED,REVIEWING PRELIMINARY SITE INFORMATION,4/6/2009,43.64511229,-70.24651335,-70.24651334999999,43.64511229000004
REM00066,CANAAN MUNICIPAL LANDFILL,,BROWNS CORNER ROAD,CANAAN,SOMERSET,LANDFILL CLOSURE,0.5,TRUE,REMEDY IN PLACE: CLOSED,UNDERTAKING POST-CLOSURE OBLIGATIONS,7/30/1981,44.83205301,-69.60103945,-69.60103944999997,44.83205301000004
REM01628,YORK MUNICIPAL LANDFILL - OLD,YORK TOWN DUMP,20 & 24 SEWALL'S PASTURE RD,YORK,YORK,LANDFILL CLOSURE,,TRUE,REMEDY IN PLACE: CLOSED,UNDERTAKING POST-CLOSURE OBLIGATIONS,7/30/1975,43.199739,-70.642765,-70.64276499999994,43.19973900000008
REM00290,PORTLAND MUNICIPAL LANDFILL - OCEAN AVE,OCEAN AVE. DUMP,OCEAN AVE,PORTLAND,CUMBERLAND,UNCONTROLLED SITES,7.5,TRUE,REMEDY IN PLACE: CLOSED,UNDERTAKING POST-CLOSURE OBLIGATIONS,7/30/1979,43.698906,-70.267082,-70.26708199999996,43.69890600000008
REM01502,SKOWHEGAN MUNICIPAL LANDFILL,,STEWARD HILL ROAD,SKOWHEGAN,SOMERSET,LANDFILL CLOSURE,8,TRUE,REMEDY IN PLACE: CLOSED,UNDERTAKING POST-CLOSURE OBLIGATIONS,7/30/1997,44.79702648,-69.71763413,-69.71763412999996,44.797026480000056
REM01508,DION'S YACHT YARD,,48 BOWEN ROAD,KITTERY,YORK,VRAP,1,FALSE,REMEDY IN PLACE: CLOSED,UNDERTAKING POST-CLOSURE OBLIGATIONS,6/4/2006,43.08300682,-70.72246311,-70.72246310999998,43.08300682000004
REM01509,LINCOLN PULP AND PAPER CO.,,50 KATAHDIN AVENUE,LINCOLN,PENOBSCOT,VRAP,1,FALSE,REMEDY IN PLACE: CLOSED,UNDERTAKING POST-CLOSURE OBLIGATIONS,7/29/2004,45.36926085,-68.51126852,-68.51126851999999,45.369260850000046
REM01510,ROWANTREES POTTERY,,ROUTE 177 (UNION STREET) OR 84 UNION STREET,BLUE HILL,HANCOCK,VRAP,4.9,FALSE,REMEDY IN PLACE: CLOSED,NO (OR DE-MINIMIS) CONTAMINATION LEFT ON SITE,6/12/2017,44.41305105,-68.59251979,-68.59251978999998,44.413051050000036
REM01511,GRANTS TRAILER SALES,,440 & 536 STILLWATER AVE,BANGOR,PENOBSCOT,VRAP,28.4,FALSE,REMEDY IN PLACE: CLOSED,UNDERTAKING POST-CLOSURE OBLIGATIONS,11/28/2005,44.82763375,-68.75833976,-68.75833975999996,44.827633750000075
REM01512,ROYALS GREENHOUSE,,20 PINE STREET,BAR HARBOR,HANCOCK,VRAP,0.53,TRUE,REMEDY IN PLACE: CLOSED,UNDERTAKING POST-CLOSURE OBLIGATIONS,9/27/2004,44.38239399,-68.21965995,-68.21965994999994,44.382393990000025
REM01513,DEAN & EUGLEY GARAGE,,208 MAIN STREET,LINCOLNVILLE,WALDO,VRAP,1,TRUE,REMEDY IN PLACE: CLOSED,UNDERTAKING POST-CLOSURE OBLIGATIONS,8/8/2004,44.29405321,-69.10487542,-69.10487541999998,44.29405321000007
REM01514,INDUSTRIAL SERVICES,W.H SHURTLEFF,162 PARKWAY SOUTH,BREWER,PENOBSCOT,VRAP,16,TRUE,COMPLAINT INVESTIGATED,UNSUBSTANTIATED,7/8/2020,44.77986255,-68.7629359,-68.76293589999995,44.779862550000075
REM01515,MAINE YANKEE BACKLANDS,,"OLD FERRY RD., READY POINT RD., BIRCH POINT RD.",WISCASSET,LINCOLN,VRAP,441,TRUE,REMEDY IN PLACE: CLOSED,UNDERTAKING POST-CLOSURE OBLIGATIONS,8/3/2004,43.962556,-69.689596,-69.68959599999994,43.96255600000006
REM00741,LILY-TULIP,WAREHOUSE COMPLEX,245 NORTH MAIN STREET,OLD TOWN,PENOBSCOT,UNCONTROLLED SITES,3,TRUE,REMEDIATION STAGE,NEED (AWAITING RESOURCES),10/3/2019,44.938436,-68.647347,-68.64734699999997,44.93843600000008
REM00971,NEW ENGLAND SHIP BUILDING,TEXAS STEAM SHIP,66 BOWERY STREET,BATH,SAGADAHOC,BROWNFIELDS,3.8,TRUE,REMEDY IN PLACE: CLOSED,UNDERTAKING POST-CLOSURE OBLIGATIONS,6/9/2009,43.923284,-69.812965,-69.81296499999996,43.92328400000008
REM00560,OLD HOWLAND TANNERY,,OLD COUNTY ROAD,HOWLAND,PENOBSCOT,BROWNFIELDS,25,TRUE,REMEDY IN PLACE: CLOSED,UNDERTAKING POST-CLOSURE OBLIGATIONS,4/22/2014,45.23678568,-68.65641204,-68.65641203999996,45.236785680000025
REM01518,ACCENT DRY CLEANERS,"REM03188 PORTLAND SOIL VAPOR STUDY SITE; B&B CLEANERS, ALSO USED 559 CONGRESS STREET ADDRESS",6 WASHINGTON AVENUE,PORTLAND,CUMBERLAND,VRAP,0.06,FALSE,REMEDIATION STAGE,NEED (AWAITING RESOURCES),8/12/2018,43.66341371,-70.25134093,-70.25134092999997,43.66341371000004
REM01516,COTES ICE CREAM PLANT,,585 COLLEGE STREET,LEWISTON,ANDROSCOGGIN,VRAP,2.22,TRUE,REMEDY IN PLACE: CLOSED,UNDERTAKING POST-CLOSURE OBLIGATIONS,9/21/2004,44.11934,-70.192281,-70.19228099999998,44.11934000000008
REM01517,SOUTH ARM CAMPGROUND,,SOUTH ARM ROAD,TOWNSHIP C,OXFORD,VRAP,45,FALSE,INVESTIGATION STAGE,NEED (AWAITING RESOURCES),1/30/2020,44.753053,-70.844632,-70.84463199999993,44.75305300000008
REM01491,ROCKLAND NAVAL SECTION BASE,US COAST GUARD BASE,,ROCKLAND,KNOX,FEDERAL FACILITIES,,FALSE,REMEDY IN PLACE: CLOSED,UNDERTAKING POST-CLOSURE OBLIGATIONS,12/31/1949,44.10445889,-69.10139093,-69.10139092999998,44.104458890000046
REM01496,OVER THE HORIZON BACKSCATTER EAST MOSCOW,,,MOSCOW,SOMERSET,FEDERAL FACILITIES,,FALSE,COMPLAINT INVESTIGATED,REVIEWING PRELIMINARY SITE INFORMATION,12/31/1949,45.1617636,-69.85255645,-69.85255644999995,45.16176360000003
REM01521,"FILL IT UP, PLEASE",,1185 FOREST AVENUE,PORTLAND,CUMBERLAND,VRAP,1.04,TRUE,REMEDY IN PLACE: CLOSED,UNDERTAKING POST-CLOSURE OBLIGATIONS,2/17/2005,43.687731,-70.2929,-70.29289999999997,43.68773100000004
REM01522,"FILL IT UP, PLEASE",,102 ELM STREET,BIDDEFORD,YORK,VRAP,0.32,TRUE,REMEDY IN PLACE: CLOSED,UNDERTAKING POST-CLOSURE OBLIGATIONS,10/24/2005,43.49643002,-70.45703407,-70.45703406999996,43.49643002000005
REM01523,"FILL IT UP, PLEASE",,425 GORHAM ROAD,SOUTH PORTLAND,CUMBERLAND,VRAP,0.81,TRUE,REMEDY IN PLACE: CLOSED,UNDERTAKING POST-CLOSURE OBLIGATIONS,12/22/2005,43.637239,-70.334164,-70.33416399999999,43.63723900000008
REM01524,D.C. MORTON & SONS,,2775 MAIN STREET,RANGELEY,FRANKLIN,VRAP,1.8,FALSE,INVESTIGATION STAGE,NEED (AWAITING RESOURCES),1/12/2020,44.967219,-70.655174,-70.65517399999999,44.96721900000006
REM01525,LEWISTON AUBURN WATER POLLUTION CONTROL AUTHORITY,L/A WPC OR L/A WATER POLLUTION CONTROL,RIVER ROAD,LEWISTON,ANDROSCOGGIN,UNCONTROLLED SITES,,FALSE,REMEDY IN PLACE: CLOSED,UNDERTAKING POST-CLOSURE OBLIGATIONS,9/26/2004,44.07523626,-70.2045601,-70.20456009999998,44.075236260000054
REM01495,CARIBOU COMMUNICATIONS SITE,NIKE L0 58 CONTROL,RTE 1,CARIBOU,AROOSTOOK,FEDERAL FACILITIES,,FALSE,REMEDY IN PLACE: CLOSED,UNDERTAKING POST-CLOSURE OBLIGATIONS,5/21/2008,46.887082,-67.971243,-67.97124299999996,46.88708200000008
REM01495,CARIBOU COMMUNICATIONS SITE,NIKE L0 58 CONTROL,RTE 1,CARIBOU,AROOSTOOK,UNCONTROLLED SITES,,FALSE,REMEDY IN PLACE: CLOSED,UNDERTAKING POST-CLOSURE OBLIGATIONS,5/21/2008,46.887082,-67.971243,-67.97124299999996,46.88708200000008
REM01490,DEFENSE FUEL SUPPLY FARM,"DEFENSE FUEL FARM CASCO BAY TERMINAL, DEFENSE FUEL SUPPORT POINT",ROUTE 123,HARPSWELL,CUMBERLAND,UNCONTROLLED SITES,117,TRUE,REMEDY IN PLACE: CLOSED,UNDERTAKING POST-CLOSURE OBLIGATIONS,5/21/2014,43.77818197,-70.0145232,-70.01452319999999,43.77818197000005
REM00019,AUBURN GRACELAWN LANDFILL,GRACELAWN WASTE DISPOSAL AREA,GRACELAWN ROAD,AUBURN,ANDROSCOGGIN,UNCONTROLLED SITES,12.5,TRUE,REMEDY IN PLACE: CLOSED,UNDERTAKING POST-CLOSURE OBLIGATIONS,7/30/1980,44.12429864,-70.23828122,-70.23828121999998,44.12429864000006
REM00757,"INDUSTRIAL BOX & LUMBER, INC",,OLD ELM ST. EXT (KEZAR FALLS),PARSONSFIELD,YORK,VRAP,40,TRUE,REMEDIATION STAGE,NEED (AWAITING RESOURCES),1/10/2019,43.802024,-70.897891,-70.89789099999996,43.802024000000074
REM01530,MILLINGTON ENTERPRISES,,ROUTE 52,LINCOLNVILLE,WALDO,UNCONTROLLED SITES,1.49,TRUE,REMEDIATION STAGE,NEED (AWAITING RESOURCES),9/28/2023,44.29383865,-69.10507403,-69.10507402999997,44.293838650000055
REM01519,NEW FRANKLIN LAUNDRY,BANGOR STEAM LAUNDRY,125 FERN STREET,BANGOR,PENOBSCOT,VRAP,1.15,TRUE,REMEDY IN PLACE: CLOSED,UNDERTAKING POST-CLOSURE OBLIGATIONS,1/24/2013,44.8110135,-68.75844932,-68.75844931999995,44.81101350000006
REM01527,SACO STEEL,EARTH WASTE SYSTEMS,29 LUND ROAD,SACO,YORK,UNCONTROLLED SITES,7.6,TRUE,REMEDY IN PLACE: CLOSED,UNDERTAKING POST-CLOSURE OBLIGATIONS,2/11/2015,43.52454,-70.450565,-70.45056499999998,43.52454000000006
REM01529,WATERVILLE INDUSTRIES,,RIVER ROAD (ROUTE 104),WATERVILLE,KENNEBEC,UNCONTROLLED SITES,25,FALSE,REMEDY IN PLACE: CLOSED,UNDERTAKING POST-CLOSURE OBLIGATIONS,6/17/2020,44.50286995,-69.67958946,-69.67958945999999,44.50286995000005
REM01532,RECOVERY TECHNOLOGIES GROUP,,66 DOW HIGHWAY,ELIOT,YORK,VRAP,23.01,FALSE,REMEDY IN PLACE: CLOSED,UNDERTAKING POST-CLOSURE OBLIGATIONS,11/8/2005,43.13620016,-70.77424938,-70.77424937999996,43.136200160000044
REM01533,DHS ANNEX,,SOMERSET STREET,PORTLAND,CUMBERLAND,VRAP,0.6,FALSE,REMEDY IN PLACE: CLOSED,UNDERTAKING POST-CLOSURE OBLIGATIONS,4/19/2004,43.662854,-70.262015,-70.26201499999996,43.66285400000004
REM01534,GILS WRECKER SERVICE,,11 DAVIS STREET,PRESQUE ISLE,AROOSTOOK,VRAP,2,FALSE,REMEDY IN PLACE: CLOSED,UNDERTAKING POST-CLOSURE OBLIGATIONS,11/28/2004,46.69090484,-68.01077854,-68.01077853999993,46.69090484000003
REM01535,GOTTESMAN CO.,,2 SOMERSET STREET,PORTLAND,CUMBERLAND,VRAP,,FALSE,REMEDY IN PLACE: CLOSED,NO (OR DE-MINIMIS) CONTAMINATION LEFT ON SITE,4/23/2020,43.66323263,-70.25827605,-70.25827604999995,43.66323263000004
REM01536,CENTRAL MAINE COMMERCE CENTER,SANMINA-SCI,500 CIVIC CENTER DRIVE,AUGUSTA,KENNEBEC,RCRA,,TRUE,REMEDY IN PLACE: CLOSED,UNDERTAKING POST-CLOSURE OBLIGATIONS,10/25/2016,44.36663909,-69.80099642,-69.80099641999993,44.366639090000035
REM01537,SACO RIVER T & T CO.,,61 & 63 MAIN STREET,BUXTON,YORK,VRAP,8,FALSE,REMEDY IN PLACE: CLOSED,UNDERTAKING POST-CLOSURE OBLIGATIONS,12/7/2004,43.612661,-70.547459,-70.54745899999995,43.61266100000006
REM01538,KEDDY MILL,,7 DEPOT STREET,WINDHAM,CUMBERLAND,VRAP,9.25,FALSE,INVESTIGATION STAGE,ONGOING,11/15/2015,43.734543,-70.42398,-70.42397999999997,43.73454300000003
REM01539,MERCEDES-BENZ,,135-151 US ROUTE 1,SCARBOROUGH,CUMBERLAND,VRAP,5.86,FALSE,REMEDY IN PLACE: CLOSED,UNDERTAKING POST-CLOSURE OBLIGATIONS,6/13/2005,43.599542,-70.321957,-70.32195699999994,43.59954200000004
REM01540,NEW ENGLAND TECH AIR,SUPERIOR DESIGN & FABRICATION,18 HUTCHERSON DRIVE,GORHAM,CUMBERLAND,VRAP,4.67,FALSE,REMEDY IN PLACE: CLOSED,UNDERTAKING POST-CLOSURE OBLIGATIONS,12/15/2004,43.68308,-70.393339,-70.39333899999997,43.683080000000075
REM01541,DUVALS SERVICE,,501 COTTAGE STREET,SOUTH PORTLAND,CUMBERLAND,VRAP,0.17,TRUE,INVESTIGATION STAGE,NEED (AWAITING RESOURCES),9/28/2023,43.634562,-70.230612,-70.23061199999995,43.634562000000074
REM01542,WATSONS DRY CLEANERS,,59 FRANKLIN STREET,ELLSWORTH,HANCOCK,VRAP,0.57,TRUE,REMEDY IN PLACE: CLOSED,UNDERTAKING POST-CLOSURE OBLIGATIONS,3/27/2024,44.54090978,-68.42341257,-68.42341256999998,44.54090978000005
REM01543,SANFORD MILL,,61 WASHINGTON STREET,SANFORD,YORK,VRAP,0.73,FALSE,REMEDY IN PLACE: CLOSED,NO (OR DE-MINIMIS) CONTAMINATION LEFT ON SITE,9/12/2021,43.44050441,-70.77342528,-70.77342527999997,43.440504410000074
REM01544,AUGUSTA PUFFIN STOP,,105 BANGOR STREET,AUGUSTA,KENNEBEC,VRAP,,TRUE,REMEDY IN PLACE: CLOSED,UNDERTAKING POST-CLOSURE OBLIGATIONS,1/30/2005,44.32385309,-69.76410007,-69.76410006999998,44.32385309000006
REM01545,HERITAGE HARDWARE,,30 FRONT STREET,BATH,SAGADAHOC,VRAP,0.33,TRUE,REMEDY IN PLACE: CLOSED,UNDERTAKING POST-CLOSURE OBLIGATIONS,2/2/2005,43.91197461,-69.81399229,-69.81399228999999,43.91197461000007
REM01546,MAIN STREET JUNKYARD,,686 MAIN STREET/RT 178,BRADLEY,PENOBSCOT,BROWNFIELDS,6.91,FALSE,REMEDY IN PLACE: CLOSED,UNDERTAKING POST-CLOSURE OBLIGATIONS,7/31/2005,44.88307637,-68.65523637,-68.65523636999995,44.883076370000026
REM01547,PRECISION METALS,,ROUTE 17,ROXBURY,OXFORD,BROWNFIELDS,1.5,FALSE,REMEDY IN PLACE: CLOSED,NO (OR DE-MINIMIS) CONTAMINATION LEFT ON SITE,11/30/2009,44.621839,-70.579786,-70.57978599999996,44.62183900000008
REM01548,EASTERN FINE PAPER,EASTERN MANUFACTURING FACILITY,517 SOUTH MAIN STREET,BREWER,PENOBSCOT,BROWNFIELDS,41,FALSE,REMEDY IN PLACE: CLOSED,UNDERTAKING POST-CLOSURE OBLIGATIONS,1/22/2013,44.77164995,-68.78382692,-68.78382691999997,44.77164995000004
REM01549,CROWE ROPE,,307 MAIN STREET,WARREN,KNOX,BROWNFIELDS,2,FALSE,REMEDY IN PLACE: CLOSED,UNDERTAKING POST-CLOSURE OBLIGATIONS,1/6/2005,44.12016534,-69.24140549,-69.24140548999998,44.12016534000003
REM00757,"INDUSTRIAL BOX & LUMBER, INC",,OLD ELM ST. EXT (KEZAR FALLS),PARSONSFIELD,YORK,BROWNFIELDS,40,TRUE,REMEDIATION STAGE,NEED (AWAITING RESOURCES),1/10/2019,43.802024,-70.897891,-70.89789099999996,43.802024000000074
REM01550,GRAYS PIT STOP,,912 ROUTE 202,MONMOUTH,KENNEBEC,VRAP,0.43,TRUE,INVESTIGATION STAGE,NEED (AWAITING RESOURCES),3/14/2021,44.26936533,-70.01767834,-70.01767833999997,44.26936533000003
REM01551,CADILLAC MOUNTAIN SPORTS,,32 HIGH STREET,ELLSWORTH,HANCOCK,VRAP,1.04,TRUE,REMEDY IN PLACE: CLOSED,UNDERTAKING POST-CLOSURE OBLIGATIONS,12/5/2005,44.54141375,-68.41785014,-68.41785013999998,44.54141375000006
REM01552,AYERS ISLAND,,ISLAND AVE,ORONO,PENOBSCOT,BROWNFIELDS,60,FALSE,INVESTIGATION STAGE,NEED (AWAITING RESOURCES),3/29/2018,44.87351466,-68.67184073,-68.67184072999999,44.87351466000007
REM01552,AYERS ISLAND,,ISLAND AVE,ORONO,PENOBSCOT,VRAP,60,FALSE,INVESTIGATION STAGE,NEED (AWAITING RESOURCES),3/29/2018,44.87351466,-68.67184073,-68.67184072999999,44.87351466000007
REM01553,APOLLO TANNING,,WASHINGTON STREET,CAMDEN,KNOX,BROWNFIELDS,3,FALSE,REMEDIATION STAGE,NEED (AWAITING RESOURCES),3/13/2025,44.21532635,-69.07711276,-69.07711275999998,44.215326350000055
REM01554,PORTLAND BANGOR WASTE OIL,,MAPLETON ROAD,PRESQUE ISLE,AROOSTOOK,UNCONTROLLED SITES,1.8,FALSE,TRANSFERRED TO OTHER DIVISION,OIL,11/15/2010,46.67680323,-68.05175376,-68.05175375999994,46.676803230000075
REM01555,NORTH WAYNE TOOL COMPANY,,,WAYNE,KENNEBEC,UNCONTROLLED SITES,,FALSE,TRANSFERRED TO OTHER DIVISION,OTHER,3/3/2005,44.37286973,-70.03374622,-70.03374621999995,44.37286973000005
REM01235,ARC BANGOR,FORMER HAROLD SLAGER MEMORIAL ARMY RESERVE CENTER,931 UNION STREET,BANGOR,PENOBSCOT,VRAP,5,FALSE,REMEDY IN PLACE: CLOSED,UNDERTAKING POST-CLOSURE OBLIGATIONS,8/31/2005,44.8146765,-68.80438713,-68.80438712999995,44.814676500000076
REM01556,FOREST AVENUE MOBIL,,518 FOREST AVENUE,PORTLAND,CUMBERLAND,VRAP,0.8,TRUE,REMEDY IN PLACE: CLOSED,UNDERTAKING POST-CLOSURE OBLIGATIONS,7/19/2005,43.667264,-70.279531,-70.27953099999996,43.667264000000046
REM01557,LISBON STREET MOBIL,,841 LISBON STREET,LEWISTON,ANDROSCOGGIN,VRAP,0.43,FALSE,REMEDY IN PLACE: CLOSED,UNDERTAKING POST-CLOSURE OBLIGATIONS,7/19/2005,44.08431334,-70.20404318,-70.20404317999999,44.08431334000005
REM01558,FALMOUTH MOBIL,,266 U.S. ROUTE 1,FALMOUTH,CUMBERLAND,VRAP,0.5,TRUE,REMEDY IN PLACE: CLOSED,UNDERTAKING POST-CLOSURE OBLIGATIONS,5/26/2010,43.72611312,-70.23113143,-70.23113142999995,43.726113120000036
REM01559,CENTER STREET MOBIL,,345 CENTER STREET,AUBURN,ANDROSCOGGIN,VRAP,1.1,FALSE,REMEDY IN PLACE: CLOSED,UNDERTAKING POST-CLOSURE OBLIGATIONS,4/30/2006,44.11585149,-70.22432429,-70.22432428999997,44.11585149000007
REM01560,EXIT 8 MOBIL,,47 MAIN STREET,WESTBROOK,CUMBERLAND,VRAP,0.75,TRUE,REMEDY IN PLACE: CLOSED,UNDERTAKING POST-CLOSURE OBLIGATIONS,1/4/2015,43.68009283,-70.32933033,-70.32933032999995,43.680092830000035
REM01561,YARMOUTH MOBIL,,12 U.S. ROUTE 1,YARMOUTH,CUMBERLAND,VRAP,0.68,FALSE,REMEDY IN PLACE: CLOSED,UNDERTAKING POST-CLOSURE OBLIGATIONS,4/30/2006,43.793052,-70.188252,-70.18825199999998,43.793052000000046
REM01562,AUBURN STREET MOBIL,ALLIANCE ENERGY GASOLINE STATION,84 AUBURN STREET,PORTLAND,CUMBERLAND,VRAP,0.68,TRUE,REMEDY IN PLACE: CLOSED,UNDERTAKING POST-CLOSURE OBLIGATIONS,11/16/2011,43.70271392,-70.28971223,-70.28971222999996,43.702713920000065
