X,Y,OBJECTID,SITENUMBER,SITENAME,SITEALIAS,STREET_ADDRESS,MCDTOWN,COUNTY,PROGRAM,AREA_ACRES,IC_CONTROLS,STATUS,SUBSTATUS,STATUS_DATE,LATDD,LONGDD
-67.28006592,45.18851664,1004,REM01894,ALGARS,,8 MONROE STREET,CALAIS,WASHINGTON,UNCONTROLLED SITES,0.9,FALSE,REMEDY IN PLACE: CLOSED,UNDERTAKING POST-CLOSURE OBLIGATIONS,2013/06/30 00:00:00+00,45.18851664,-67.28006592
-70.212587,44.1028140000001,1005,REM01834,JOHN'S DRY CLEANER,,355 MAIN ST.,LEWISTON,ANDROSCOGGIN,UNCONTROLLED SITES,0.015,FALSE,INVESTIGATION STAGE,NEED (AWAITING RESOURCES),2017/06/09 00:00:00+00,44.102814,-70.212587
-70.234299,43.650656,1006,REM02082,PORTLAND VALVE CO.,,ONE MADISON STREET,SOUTH PORTLAND,CUMBERLAND,VRAP,7.5,FALSE,INVESTIGATION STAGE,ONGOING,2012/01/23 00:00:00+00,43.650656,-70.234299
-70.485596,43.464837,1007,REM02084,SAGOMA PLASTICS,,16 LANDRY STREET,BIDDEFORD,YORK,VRAP,5.62,FALSE,REMEDY IN PLACE: CLOSED,NO (OR DE-MINIMIS) CONTAMINATION LEFT ON SITE,2012/03/02 00:00:00+00,43.464837,-70.485596
-69.34987274,45.17283767,1008,REM02085,PRIDE MANUFACTURING,,187 WATER STREET,GUILFORD,PISCATAQUIS,VRAP,39.42,TRUE,REMEDY IN PLACE: CLOSED,UNDERTAKING POST-CLOSURE OBLIGATIONS,2012/02/27 00:00:00+00,45.17283767,-69.34987274
-69.34987274,45.17283767,1009,REM02085,PRIDE MANUFACTURING,,187 WATER STREET,GUILFORD,PISCATAQUIS,BROWNFIELDS,39.42,TRUE,REMEDY IN PLACE: CLOSED,UNDERTAKING POST-CLOSURE OBLIGATIONS,2012/02/27 00:00:00+00,45.17283767,-69.34987274
-70.3644753,43.67663141,1010,REM02086,LETART CLEANERS,,821 MAIN STREET,WESTBROOK,CUMBERLAND,VRAP,0.12,FALSE,REMEDY IN PLACE: CLOSED,UNDERTAKING POST-CLOSURE OBLIGATIONS,2012/04/18 00:00:00+00,43.67663141,-70.3644753
-70.440106,43.8372850000001,1011,REM01897,BUSY BEE LAUNDROMAT AND DRY CLEANER,WINDHAM SHOPPING PLAZA,771 ROOSEVELT TRAIL ROUTE 302,WINDHAM,CUMBERLAND,RCRA,,TRUE,REMEDIATION STAGE,NEED (AWAITING RESOURCES),2022/03/11 00:00:00+00,43.837285,-70.440106
-70.7002009999999,44.053793,1012,REM02087,BRIDGTON DRY CLEANING,"NORGETOWN, INC., HEATHROW CORP, FOOD CITY",295 MAIN STREET,BRIDGTON,CUMBERLAND,RCRA,,TRUE,INVESTIGATION STAGE,ONGOING,2022/05/12 00:00:00+00,44.053793,-70.700201
-70.362926,43.658009,1013,REM01466,UNITRODE,,2 EISENHOWER DRIVE,WESTBROOK,CUMBERLAND,RCRA,7.2,TRUE,REMEDY IN PLACE: CLOSED,UNDERTAKING POST-CLOSURE OBLIGATIONS,2003/12/05 00:00:00+00,43.658009,-70.362926
-70.3530969999999,43.6854240000001,1014,REM00901,S.D. WARREN DIVISION OF SCOTT PAPER,"KIMBERLY CLARK, SAPPI",89 CUMBERLAND STREET,WESTBROOK,CUMBERLAND,RCRA,,TRUE,REMEDIATION STAGE,ONGOING,2019/01/24 00:00:00+00,43.685424,-70.353097
-69.130887,44.3972910000001,1015,REM02088,MARITIME ENERGY,B & L COUNTRY STORE,380 AUGUSTA ROAD,BELMONT,WALDO,RCRA,,TRUE,REMEDY IN PLACE: CLOSED,UNDERTAKING POST-CLOSURE OBLIGATIONS,2007/02/08 00:00:00+00,44.397291,-69.130887
-70.72337,43.8080590000001,1016,REM02196,CONSOLIDATED SCHOOL,,536 PEQUAWKET TRAIL,BALDWIN,CUMBERLAND,UNCONTROLLED SITES,10,FALSE,REMEDY IN PLACE: CLOSED,UNDERTAKING POST-CLOSURE OBLIGATIONS,2013/01/31 00:00:00+00,43.808059,-70.72337
-70.717519,43.403283,1017,REM00831,SPRAGUE ELECTRIC,"VISHAY-SPRAGUE, RIDGEWOOD HYDRO, SSMWLT (SANFORD SPRINGFIELD MOUSAM WAY LAND TRUST)",1745 MAIN STREET,SANFORD,YORK,RCRA,31,TRUE,REMEDY IN PLACE: CLOSED,UNDERTAKING POST-CLOSURE OBLIGATIONS,2020/12/17 00:00:00+00,43.403283,-70.717519
-70.7705561,43.4399822600001,1018,REM02090,"INTERNATIONAL WOOLEN CO., INC.","REGCO, INC.",100 DALE ST.,SANFORD,YORK,RCRA,7.47,TRUE,REMEDY IN PLACE: CLOSED,UNDERTAKING POST-CLOSURE OBLIGATIONS,2017/01/05 00:00:00+00,43.43998226,-70.7705561
-69.835256,44.213107,1019,REM02091,GARDINER TRAINING SITE,DVEM: DEFENSE VETERANS & EMERGENCY MANAGEMENT REM02786,RT 126/9,WEST GARDINER,KENNEBEC,RCRA,115,FALSE,REMEDY IN PLACE: CLOSED,UNDERTAKING POST-CLOSURE OBLIGATIONS,2011/11/01 00:00:00+00,44.213107,-69.835256
-69.9010269999999,43.9091520000001,1020,REM02092,CENTRAL MAINE POWER BRUNSWICK SERVICE STATION,JUNIPER BRUNSWICK LLC,280 BATH RD.,BRUNSWICK,CUMBERLAND,RCRA,4.2,TRUE,REMEDY IN PLACE: CLOSED,UNDERTAKING POST-CLOSURE OBLIGATIONS,2017/03/29 00:00:00+00,43.909152,-69.901027
-69.715316,44.7625840000001,1021,REM01892,BUTLERS CLEANERS,BUTLERS SKOWHEGAN,19 WATERVILLE ROAD,SKOWHEGAN,SOMERSET,VRAP,0.5,TRUE,REMEDY IN PLACE: CLOSED,UNDERTAKING POST-CLOSURE OBLIGATIONS,2012/10/17 00:00:00+00,44.762584,-69.715316
-70.80839729,43.2343046500001,1022,REM01895,11 PAUL STREET,"11 PAUL STREET; MAN MOUNTAIN MIKE'S DRY CLEANER; FORMER DRY CLEANER",11 PAUL STREET,SOUTH BERWICK,YORK,UNCONTROLLED SITES,,FALSE,REMEDIATION STAGE,NEED (AWAITING RESOURCES),2014/10/03 00:00:00+00,43.23430465,-70.80839729
-69.1156546,44.11273471,1023,REM02098,MACDOUGAL SCHOOL PROPERTY,,338 BROADWAY,ROCKLAND,KNOX,BROWNFIELDS,5.22,FALSE,REMEDIATION STAGE,NEED (AWAITING RESOURCES),2012/02/29 00:00:00+00,44.11273471,-69.1156546
-68.40026431,46.62989415,1024,REM02099,ASHLAND CENTRAL SCHOOL,,,ASHLAND,AROOSTOOK,BROWNFIELDS,4,FALSE,REMEDIATION STAGE,NEED (AWAITING RESOURCES),2020/04/24 00:00:00+00,46.62989415,-68.40026431
-69.0419017899999,44.4409959400001,1025,REM02101,ALANS TOWING,,79 WATERVILLE ROAD,BELFAST,WALDO,VRAP,3.52,FALSE,REMEDY IN PLACE: CLOSED,NO (OR DE-MINIMIS) CONTAMINATION LEFT ON SITE,2012/09/27 00:00:00+00,44.44099594,-69.04190179
-69.22494232,45.18369103,1026,REM02102,CENTRAL HALL,,152 EAST MAIN STREET,DOVER-FOXCROFT,PISCATAQUIS,BROWNFIELDS,0.24,TRUE,REMEDY IN PLACE: CLOSED,UNDERTAKING POST-CLOSURE OBLIGATIONS,2017/04/05 00:00:00+00,45.18369103,-69.22494232
-69.715316,44.7625840000001,1027,REM01892,BUTLERS CLEANERS,BUTLERS SKOWHEGAN,19 WATERVILLE ROAD,SKOWHEGAN,SOMERSET,UNCONTROLLED SITES,0.5,TRUE,REMEDY IN PLACE: CLOSED,UNDERTAKING POST-CLOSURE OBLIGATIONS,2012/10/17 00:00:00+00,44.762584,-69.715316
-68.6899939099999,45.65614413,1028,REM01615,NORTHERN PLAZA,,740 CENTRAL STREET,MILLINOCKET,PENOBSCOT,UNCONTROLLED SITES,7.4,TRUE,REMEDY IN PLACE: CLOSED,UNDERTAKING POST-CLOSURE OBLIGATIONS,2011/08/02 00:00:00+00,45.65614413,-68.68999391
-70.166982,44.101974,1029,REM01889,TWIN CITY CLEANERS,,957 SABATTUS STREET,LEWISTON,ANDROSCOGGIN,UNCONTROLLED SITES,,FALSE,REMEDIATION STAGE,NEED (AWAITING RESOURCES),2022/03/10 00:00:00+00,44.101974,-70.166982
-69.8155189399999,43.9126264600001,1030,REM01888,FRANK SMITH CLEANERS,,47 CENTER STREET,BATH,SAGADAHOC,UNCONTROLLED SITES,,FALSE,INVESTIGATION STAGE,NEED (AWAITING RESOURCES),2012/03/12 00:00:00+00,43.91262646,-69.81551894
-69.917004,43.9069260000001,1031,REM01887,J AND J CLEANERS,,8 GURNET RD COOK CORNER SHOPPING CENTER,BRUNSWICK,CUMBERLAND,UNCONTROLLED SITES,,FALSE,REMEDY IN PLACE: CLOSED,UNDERTAKING POST-CLOSURE OBLIGATIONS,2014/10/02 00:00:00+00,43.906926,-69.917004
-68.76835922,44.8025295300001,1032,REM01886,HILLSIDE CLEANERS,65 STATE STREET,148 FRENCH STREET,BANGOR,PENOBSCOT,UNCONTROLLED SITES,,FALSE,REMEDY IN PLACE: CLOSED,UNDERTAKING POST-CLOSURE OBLIGATIONS,2023/05/10 00:00:00+00,44.80252953,-68.76835922
-68.4234269999999,44.5416540000001,1033,REM01609,MAIN STREET CITGO,,147 MAIN STREET,ELLSWORTH,HANCOCK,VRAP,0.2,FALSE,INVESTIGATION STAGE,NEED (AWAITING RESOURCES),2005/12/27 00:00:00+00,44.541654,-68.423427
-67.7929549999999,46.9180930000001,1034,REM00588,CALDWELL JUNKYARD,,NIKE RD,LIMESTONE,AROOSTOOK,UNCONTROLLED SITES,,FALSE,INVESTIGATION STAGE,NEED (AWAITING RESOURCES),2017/12/15 00:00:00+00,46.918093,-67.792955
-69.69558524,43.9517098600001,1035,REM02059,MAINE YANKEE,BAILEY POINT,321 OLD FERRY ROAD,WISCASSET,LINCOLN,RCRA,180,TRUE,REMEDY IN PLACE: CLOSED,UNDERTAKING POST-CLOSURE OBLIGATIONS,2018/12/13 00:00:00+00,43.95170986,-69.69558524
-68.4142899999999,44.53403,1036,REM01976,CHARLIE'S AUTO CENTER,,56 FOSTER STREET,ELLSWORTH,HANCOCK,BROWNFIELDS,0.33,FALSE,REMEDY IN PLACE: CLOSED,NO (OR DE-MINIMIS) CONTAMINATION LEFT ON SITE,2015/12/23 00:00:00+00,44.53403,-68.41429
-68.57673962,47.24681553,1037,REM01991,NORTHLAND PROPERTIES,,"210, 211 & 212 MARKET ST",FORT KENT,AROOSTOOK,VRAP,1.8,FALSE,REMEDY IN PLACE: CLOSED,UNDERTAKING POST-CLOSURE OBLIGATIONS,2010/11/22 00:00:00+00,47.24681553,-68.57673962
-70.365217,43.6804520000001,1038,REM02062,ST. ANTHONY'S PARISH,,2 WALKER STREET,WESTBROOK,CUMBERLAND,VRAP,3.95,FALSE,REMEDY IN PLACE: CLOSED,NO (OR DE-MINIMIS) CONTAMINATION LEFT ON SITE,2013/05/15 00:00:00+00,43.680452,-70.365217
-70.3150961699999,44.44005601,1039,REM02227,BRINDIS TANNERY EAST,BRINDIS LEATHER CO,INTERSECTION OF ROUTE 140 (MAIN ST) & ROUTE 108 (TURNER ST),CANTON,OXFORD,VRAP,0.5,TRUE,REMEDY IN PLACE: CLOSED,UNDERTAKING POST-CLOSURE OBLIGATIONS,2014/04/07 00:00:00+00,44.44005601,-70.31509617
-69.60135228,44.5823702100001,1040,REM01900,APARTMENT HOUSE,"62 MAIN STREET; MERCURY CONTAMINATED BUILDING",62 MAIN ST,FAIRFIELD,SOMERSET,UNCONTROLLED SITES,0.25,FALSE,REMEDY IN PLACE: CLOSED,UNDERTAKING POST-CLOSURE OBLIGATIONS,2013/07/01 00:00:00+00,44.58237021,-69.60135228
-69.00807021,44.4284382700001,1041,REM02028,45 FRONT STREET,"CITY OWNED PARKING LOT (AKA MUNICIPAL PARKING) AT 45 FRONT ST; MASKER'S THEATER; THOMPSON'S WHARF",45 FRONT STREET,BELFAST,WALDO,BROWNFIELDS,4.3,TRUE,REMEDY IN PLACE: CLOSED,UNDERTAKING POST-CLOSURE OBLIGATIONS,2019/07/02 00:00:00+00,44.42843827,-69.00807021
-70.54372024,44.21661254,1042,REM02064,ALAN DAY COMMUNITY GARDEN,,26 WHITMAN STREET,NORWAY,OXFORD,BROWNFIELDS,3,TRUE,REMEDY IN PLACE: CLOSED,UNDERTAKING POST-CLOSURE OBLIGATIONS,2013/11/14 00:00:00+00,44.21661254,-70.54372024
-68.76477434,44.78989926,1043,REM00460,BREWER COAL TAR,MAPLE STREET PARK,MAPLE ST.,BREWER,PENOBSCOT,VRAP,7.13,TRUE,REMEDY IN PLACE: CLOSED,UNDERTAKING POST-CLOSURE OBLIGATIONS,2005/09/01 00:00:00+00,44.78989926,-68.76477434
-69.28835414,45.01196543,1044,REM00511,FAYSCOTT,,"225 SPRING STREET, ROUTE 7",DEXTER,PENOBSCOT,RCRA,,TRUE,REMEDY IN PLACE: CLOSED,UNDERTAKING POST-CLOSURE OBLIGATIONS,2020/08/10 00:00:00+00,45.01196543,-69.28835414
-67.8456399999999,46.121497,1045,REM00557,L.E. MACNAIR BUILDING,,FRANKLIN STREET,HOULTON,AROOSTOOK,OTHER,2.49,TRUE,TRANSFERRED TO OTHER DIVISION,OIL,2019/05/01 00:00:00+00,46.121497,-67.84564
-68.43669927,46.63233661,1046,REM02106,KELLY LUMBER,,43 REALTY ROAD,ASHLAND,AROOSTOOK,VRAP,6.69,TRUE,REMEDY IN PLACE: CLOSED,UNDERTAKING POST-CLOSURE OBLIGATIONS,2012/05/16 00:00:00+00,46.63233661,-68.43669927
-70.8638329999999,43.267317,1047,REM01982,PRIME TANNING,THE EDGE AT BERWICK,"20, 29, 34 AND 35 SULLIVAN STREET",BERWICK,YORK,VRAP,11.44,FALSE,REMEDIATION STAGE,ONGOING,2019/08/17 00:00:00+00,43.267317,-70.863833
-68.9761319,45.24510006,1048,REM02111,"REUBEN""S MARKET",,97 ELM STREET,MILO,PISCATAQUIS,VRAP,1.6,FALSE,REMEDY IN PLACE: CLOSED,UNDERTAKING POST-CLOSURE OBLIGATIONS,2012/08/08 00:00:00+00,45.24510006,-68.9761319
-67.01383866,44.9067951100001,1049,REM02112,FIRST PERRY PARCEL,MARINE TRADES CENTER,16 DEEP COVE ROAD,EASTPORT,WASHINGTON,VRAP,8,FALSE,REMEDY IN PLACE: CLOSED,UNDERTAKING POST-CLOSURE OBLIGATIONS,2013/02/05 00:00:00+00,44.90679511,-67.01383866
-67.01383866,44.9067951100001,1050,REM02112,FIRST PERRY PARCEL,MARINE TRADES CENTER,16 DEEP COVE ROAD,EASTPORT,WASHINGTON,BROWNFIELDS,8,FALSE,REMEDY IN PLACE: CLOSED,UNDERTAKING POST-CLOSURE OBLIGATIONS,2013/02/05 00:00:00+00,44.90679511,-67.01383866
-70.687271,43.5747170000001,1051,REM00890,SO. MAINE FINISHING CORP.,SOUTHERN MAINE FINISHING,ROUTE 5,WATERBORO,YORK,RCRA,45,FALSE,REMEDY IN PLACE: CLOSED,UNDERTAKING POST-CLOSURE OBLIGATIONS,1999/06/29 00:00:00+00,43.574717,-70.687271
-69.62898194,43.8515019600001,1052,REM02113,PUMO PROPERTY,BATH SAVINGS INSTITUTE,1 TODD AVENUE,BOOTHBAY HARBOR,LINCOLN,VRAP,0.46,FALSE,INVESTIGATION STAGE,NEED (AWAITING RESOURCES),2001/01/29 00:00:00+00,43.85150196,-69.62898194
-69.55489133,43.8640100800001,1053,REM02117,FISHERMAN'S CO-OP,,35 THOMPSON INN ROAD,SOUTH BRISTOL,LINCOLN,VRAP,1.2,FALSE,REMEDY IN PLACE: CLOSED,UNDERTAKING POST-CLOSURE OBLIGATIONS,2012/09/19 00:00:00+00,43.86401008,-69.55489133
-67.0130875999999,44.90658863,1054,REM00519,MARINE TRADE CENTER,"THE BOAT SCHOOL; FIRST PERRY REALTY LLC",16 DEEP COVE ROAD,EASTPORT,WASHINGTON,VRAP,20.8,FALSE,REMEDIATION STAGE,ONGOING,2023/12/11 00:00:00+00,44.90658863,-67.0130876
-67.0130875999999,44.90658863,1055,REM00519,MARINE TRADE CENTER,"THE BOAT SCHOOL; FIRST PERRY REALTY LLC",16 DEEP COVE ROAD,EASTPORT,WASHINGTON,BROWNFIELDS,20.8,FALSE,REMEDIATION STAGE,ONGOING,2023/12/11 00:00:00+00,44.90658863,-67.0130876
-69.29339483,44.5327891900001,1056,REM02120,GUDROE JUNKYARD,,456 GARLAND ROAD,DEXTER,PENOBSCOT,UNCONTROLLED SITES,2,FALSE,TRANSFERRED TO OTHER DIVISION,OIL,2007/12/20 00:00:00+00,44.53278919,-69.29339483
-69.29305429,44.53299178,1057,REM02121,SKIDGEL'S WAREHOUSE,,10 SKIDGEL LANE,FREEDOM,WALDO,UNCONTROLLED SITES,10.8,FALSE,INVESTIGATION STAGE,ONGOING,2018/12/26 00:00:00+00,44.53299178,-69.29305429
-67.7823387299999,46.1292994900001,1058,REM02122,SHANNON'S REPAIR],,42 AIRPORT DRIVE,HOULTON,AROOSTOOK,BROWNFIELDS,2.98,FALSE,REMEDIATION STAGE,NEED (AWAITING RESOURCES),2017/12/15 00:00:00+00,46.12929949,-67.78233873
-68.3192255499999,47.35691502,1059,REM02123,BRIDGE STREET DUMP,FRASER PAPER BONEYARD,82 BRIDGE AVENUE,MADAWASKA,AROOSTOOK,UNCONTROLLED SITES,1,FALSE,TRANSFERRED TO OTHER DIVISION,SOLID WASTE,2005/10/07 00:00:00+00,47.35691502,-68.31922555
-67.6996067699999,44.6211533600001,1060,REM02132,DW MERRITT SCHOOL,,518 INDIAN RIVER ROAD,ADDISON,WASHINGTON,UNCONTROLLED SITES,1,FALSE,COMPLAINT INVESTIGATED,UNSUBSTANTIATED,2004/01/07 00:00:00+00,44.62115336,-67.69960677
-70.787911,43.846394,1061,REM02133,NORMANTUS PROPERTY,,NORMANTUS LANE,BALDWIN,CUMBERLAND,UNCONTROLLED SITES,14,FALSE,TRANSFERRED TO OTHER DIVISION,SOLID WASTE,2005/03/11 00:00:00+00,43.846394,-70.787911
-69.25371725,44.9124187100001,1062,REM02134,EASTLAND DISPOSAL RTE 222,,STETSON ROAD (ROUTE 222),CORINNA,PENOBSCOT,UNCONTROLLED SITES,10,FALSE,INVESTIGATION STAGE,ONGOING,2000/04/18 00:00:00+00,44.91241871,-69.25371725
-68.07917975,44.3994644100001,1063,REM02135,HILLCREST DRIVE DUMP,,HILLCREST DRIVE,WINTER HARBOR,HANCOCK,UNCONTROLLED SITES,1,FALSE,INVESTIGATION STAGE,ONGOING,2001/02/28 00:00:00+00,44.39946441,-68.07917975
-68.07917975,44.3994644100001,1064,REM02135,HILLCREST DRIVE DUMP,,HILLCREST DRIVE,WINTER HARBOR,HANCOCK,LANDFILL CLOSURE,1,FALSE,INVESTIGATION STAGE,ONGOING,2001/02/28 00:00:00+00,44.39946441,-68.07917975
-67.17406066,44.79134141,1065,REM02137,WHITING STORE,,139 U.S. ROUTE 1,WHITING,WASHINGTON,VRAP,1,TRUE,REMEDY IN PLACE: CLOSED,UNDERTAKING POST-CLOSURE OBLIGATIONS,2012/12/03 00:00:00+00,44.79134141,-67.17406066
-68.086085,44.3913690000001,1066,REM02139,WINTER HARBOR GRAMMAR SCHOOL,,SCHOOL STREET,WINTER HARBOR,HANCOCK,BROWNFIELDS,,FALSE,INVESTIGATION STAGE,NEED (AWAITING RESOURCES),2020/04/24 00:00:00+00,44.391369,-68.086085
-70.192696,44.100734,1067,REM02140,449 SABATTUS STREET,445 SABATTUS STREET,449 SABATTUS STREET,LEWISTON,ANDROSCOGGIN,BROWNFIELDS,2.23,TRUE,REMEDY IN PLACE: CLOSED,UNDERTAKING POST-CLOSURE OBLIGATIONS,2018/07/07 00:00:00+00,44.100734,-70.192696
-70.19349914,44.1009586100001,1068,REM02141,445 SABATTUS STREET,"449 SABATTUS STREET, FORMER SUNOCO",445 SABATTUS STREET,LEWISTON,ANDROSCOGGIN,BROWNFIELDS,0.35,TRUE,REMEDY IN PLACE: CLOSED,UNDERTAKING POST-CLOSURE OBLIGATIONS,2018/07/19 00:00:00+00,44.10095861,-70.19349914
-69.3589761499999,45.1656796,1069,REM02125,ABBIE FOWLER SCHOOL,,15 SCHOOL STREET,SANGERVILLE,PISCATAQUIS,BROWNFIELDS,1,FALSE,REMEDY IN PLACE: CLOSED,NO (OR DE-MINIMIS) CONTAMINATION LEFT ON SITE,2017/03/17 00:00:00+00,45.1656796,-69.35897615
-70.3678219999999,43.6762110000001,1070,REM02143,MUNICIPAL PARKING LOT,,BETWEEN WILLIAM CLARK DRIVE & MAIN STREET,WESTBROOK,CUMBERLAND,BROWNFIELDS,3.38,FALSE,REMEDY IN PLACE: CLOSED,NO (OR DE-MINIMIS) CONTAMINATION LEFT ON SITE,2010/08/22 00:00:00+00,43.676211,-70.367822
-69.77640188,44.3141804900001,1071,REM02144,COURT PLACE,,COURT STREET & 32 WINTHROP STREET33,AUGUSTA,KENNEBEC,VRAP,2.22,TRUE,REMEDY IN PLACE: CLOSED,NO (OR DE-MINIMIS) CONTAMINATION LEFT ON SITE,2014/09/17 00:00:00+00,44.31418049,-69.77640188
-70.4527561,43.49431465,1072,REM02145,FPL SITE,,LACONIA AND YORK STREETS,BIDDEFORD,YORK,BROWNFIELDS,0.35,FALSE,REMEDIATION STAGE,NEED (AWAITING RESOURCES),2023/12/08 00:00:00+00,43.49431465,-70.4527561
-67.86688423,46.51304372,1073,REM02146,CALDWELL PROPERTY,,25 MAIN STREET,MARS HILL,AROOSTOOK,VRAP,0.31,FALSE,REMEDY IN PLACE: CLOSED,UNDERTAKING POST-CLOSURE OBLIGATIONS,2012/12/21 00:00:00+00,46.51304372,-67.86688423
-70.61263,43.29853,1074,REM02157,WELLS ROUTE 9B LANDFILL,,ROUTE 9B/ABENAKI DRIVE,WELLS,YORK,LANDFILL CLOSURE,5,FALSE,REMEDY IN PLACE: CLOSED,UNDERTAKING POST-CLOSURE OBLIGATIONS,2005/07/31 00:00:00+00,43.29853,-70.61263
-69.65895202,44.03888858,1075,REM02159,WISCASSET RACEWAY,,275 WEST ALNA ROAD,WISCASSET,LINCOLN,UNCONTROLLED SITES,36,FALSE,COMPLAINT INVESTIGATED,REVIEWING PRELIMINARY SITE INFORMATION,2012/06/27 00:00:00+00,44.03888858,-69.65895202
-68.76305139,44.7807518500001,1076,REM02160,TRNC,,15-19 INDUSTRIAL PLAZA DRIVE,BREWER,PENOBSCOT,VRAP,5.88,TRUE,REMEDY IN PLACE: CLOSED,UNDERTAKING POST-CLOSURE OBLIGATIONS,2012/11/02 00:00:00+00,44.78075185,-68.76305139
-69.830584,44.31627,1077,REM02161,HILLIARD JUNKYARD,,85 FOYE ROAD,MANCHESTER,KENNEBEC,UNCONTROLLED SITES,,FALSE,REMEDY IN PLACE: CLOSED,NO (OR DE-MINIMIS) CONTAMINATION LEFT ON SITE,2020/06/18 00:00:00+00,44.31627,-69.830584
-69.2893473,45.0258475000001,1078,REM02163,ABBOTT MILL,,20 CHURCH STREET,DEXTER,PENOBSCOT,BROWNFIELDS,2.5,TRUE,REMEDY IN PLACE: CLOSED,UNDERTAKING POST-CLOSURE OBLIGATIONS,2013/06/26 00:00:00+00,45.0258475,-69.2893473
-70.25835999,43.6901273400001,1079,REM02164,C & Y DISTRIBUTORS,,189-235 PRESUMPSCOT STREET,PORTLAND,CUMBERLAND,VRAP,6,FALSE,REMEDY IN PLACE: CLOSED,NO (OR DE-MINIMIS) CONTAMINATION LEFT ON SITE,2012/11/19 00:00:00+00,43.69012734,-70.25835999
-69.528401,44.04895,1080,REM02167,MILLS ROAD DUMP,,MILLS ROAD,NEWCASTLE,LINCOLN,BROWNFIELDS,5,FALSE,REMEDIATION STAGE,NEED (AWAITING RESOURCES),2020/04/24 00:00:00+00,44.04895,-69.528401
-70.9613649999999,44.011239,1081,REM02170,HUNTING DEARBORN,,6 DEARBORN DRIVE,FRYEBURG,OXFORD,VRAP,48.9,FALSE,REMEDY IN PLACE: CLOSED,UNDERTAKING POST-CLOSURE OBLIGATIONS,2013/02/07 00:00:00+00,44.011239,-70.961365
-69.28405739,45.1808618000001,1082,REM02177,ROCKWALL GARDENS,,,GUILFORD,PISCATAQUIS,BROWNFIELDS,,FALSE,INVESTIGATION STAGE,ONGOING,2012/09/29 00:00:00+00,45.1808618,-69.28405739
-70.673804,43.5805110000001,1083,REM00888,WATERBORO PATENT WASTE LAGOONS,,132 BENNETT HILL ROAD,WATERBORO,YORK,VRAP,100,FALSE,REMEDY IN PLACE: CLOSED,UNDERTAKING POST-CLOSURE OBLIGATIONS,2015/10/19 00:00:00+00,43.580511,-70.673804
-68.5148039699999,45.36232382,1084,REM01668,TIBBETTS OIL,,106 WEST BROADWAY,LINCOLN,PENOBSCOT,OTHER,1.8,FALSE,TRANSFERRED TO OTHER DIVISION,OIL,2007/01/23 00:00:00+00,45.36232382,-68.51480397
-70.88847047,44.13575137,1085,REM02180,TREMOLO HOLDINGS,,342 MAIN STREET,LOVELL,OXFORD,VRAP,2,FALSE,INVESTIGATION STAGE,NEED (AWAITING RESOURCES),2012/11/20 00:00:00+00,44.13575137,-70.88847047
-70.461063,44.864002,1086,REM02182,POACHERS PARADISE,,ROUTE 4 / MAIN STREET,MADRID TWP,FRANKLIN,BROWNFIELDS,1.61,TRUE,REMEDY IN PLACE: CLOSED,UNDERTAKING POST-CLOSURE OBLIGATIONS,2013/07/03 00:00:00+00,44.864002,-70.461063
-70.461063,44.864002,1087,REM02182,POACHERS PARADISE,,ROUTE 4 / MAIN STREET,MADRID TWP,FRANKLIN,VRAP,1.61,TRUE,REMEDY IN PLACE: CLOSED,UNDERTAKING POST-CLOSURE OBLIGATIONS,2013/07/03 00:00:00+00,44.864002,-70.461063
-69.897283,44.8553830000001,1088,REM02165,CN BROWN PROPERTY,,26 NORTH MAIN STREET,ANSON,SOMERSET,VRAP,0.62,TRUE,REMEDY IN PLACE: CLOSED,UNDERTAKING POST-CLOSURE OBLIGATIONS,2013/03/26 00:00:00+00,44.855383,-69.897283
-70.22106597,44.0983311900001,1089,REM02171,ISLAND POINT OIL DISCHARGE,,MILL PARK,LEWISTON,ANDROSCOGGIN,UNCONTROLLED SITES,,FALSE,TRANSFERRED TO OTHER DIVISION,OIL,2012/07/04 00:00:00+00,44.09833119,-70.22106597
-69.1924420299999,44.36265661,1090,REM02184,SPROWL BROS.,,22 MAIN STREET,SEARSMONT,WALDO,VRAP,30,FALSE,INVESTIGATION STAGE,ONGOING,2012/12/28 00:00:00+00,44.36265661,-69.19244203
-70.5215899999999,44.2153480000001,1091,REM01896,NORGE LAUNDRY AND CLEANING,THE CLEANING CENTER,175 MAIN STREET - SAVE-A-LOT  SHOPPING CENTER,PARIS,OXFORD,UNCONTROLLED SITES,,FALSE,REMEDIATION STAGE,ONGOING,2011/09/01 00:00:00+00,44.215348,-70.52159
-70.36566505,43.68021743,1092,REM02128,ST. ANTHONY'S RECTORY,,295 BROWN STREET,WESTBROOK,CUMBERLAND,BROWNFIELDS,0.53,FALSE,REMEDY IN PLACE: CLOSED,NO (OR DE-MINIMIS) CONTAMINATION LEFT ON SITE,2013/05/15 00:00:00+00,43.68021743,-70.36566505
-70.2222649999999,44.0926480000001,1093,REM01915,CAMDEN YARN MILL,"MILLER INDUSTRIES; L-A MUSEUM REM02869",1 BEECH STREET,LEWISTON,ANDROSCOGGIN,RCRA,2.16,TRUE,REMEDY IN PLACE: CLOSED,UNDERTAKING POST-CLOSURE OBLIGATIONS,2012/12/18 00:00:00+00,44.092648,-70.222265
